         14070320 function calls (13931903 primitive calls) in 6.447 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.162    0.081 __config__.py:1(<module>)
       31    0.000    0.000    0.000    0.000 enum.py:947(_get_mixins_)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
       83    0.000    0.000    0.000    0.000 enum.py:200(__get__)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
       23    0.000    0.000    0.004    0.000 overrides.py:184(decorator)
       94    0.000    0.000    0.000    0.000 _docscrape.py:470(_str_extended_summary)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.032    0.032 _index_tricks_impl.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:307(__init__)
        7    0.000    0.000    0.001    0.000 __init__.py:890(<genexpr>)
        4    0.000    0.000    0.001    0.000 dataclasses.py:470(add_fns_to_class)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:961(__init__)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
       21    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        4    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._populate_finfo_constants}
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       10    0.000    0.000    0.128    0.013 __init__.py:704(__getattr__)
       14    0.000    0.000    0.001    0.000 core.py:120(doc_note)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
       27    0.000    0.000    0.000    0.000 __init__.py:567(reference_bases)
        1    0.000    0.000    0.007    0.007 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:334(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:610(_init_fn)
       16    0.000    0.000    0.000    0.000 types.py:338(__getattr__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        4    0.000    0.000    0.000    0.000 argparse.py:1468(add_argument)
      139    0.000    0.000    0.000    0.000 typing.py:1817(_value_and_type_iter)
        1    0.000    0.000    0.009    0.009 _pickle.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.004    0.004 _funcs.py:1(<module>)
        1    0.000    0.000    0.002    0.002 chebyshev.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1812(Helper)
    24/22    0.000    0.000    0.000    0.000 ast.py:492(generic_visit)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 SeqRecord.py:341(seq)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:81(_override___module__)
       24    0.000    0.000    0.000    0.000 numerictypes.py:594(_scalar_type_key)
        2    0.000    0.000    0.004    0.002 overrides.py:1(<module>)
        5    0.000    0.000    0.000    0.000 Scanner.py:1876(_feed_misc_lines)
        5    0.000    0.000    0.000    0.000 InsdcIO.py:67(__init__)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       23    0.000    0.000    0.000    0.000 overrides.py:180(array_function_from_dispatcher)
        1    0.000    0.000    0.009    0.009 shape_base.py:1(<module>)
        1    0.000    0.000    0.005    0.005 pydoc.py:1(<module>)
       45    0.000    0.000    0.000    0.000 InsdcIO.py:604(_write_multi_line)
        1    0.000    0.000    0.001    0.001 AbiIO.py:1(<module>)
      375    0.000    0.000    0.000    0.000 enum.py:1218(__init__)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.002    0.002 linalg.py:1(<module>)
       16    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.004    0.004 ElementTree.py:1(<module>)
      102    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 InsdcIO.py:968(_write_comment)
        1    0.000    0.000    0.004    0.004 subprocess.py:1(<module>)
       42    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 threading.py:859(Thread)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:640(ndindex)
       83    0.000    0.000    0.000    0.000 enum.py:1338(value)
        4    0.000    0.000    0.000    0.000 enum.py:1460(_missing_)
        1    0.000    0.000    0.000    0.000 Ace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1394(TreeBuilder)
        9    0.000    0.000    0.000    0.000 getlimits.py:178(__new__)
       15    0.000    0.000    0.000    0.000 enum.py:347(__init__)
        1    0.000    0.000    0.002    0.002 _format_impl.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
       14    0.000    0.000    0.000    0.000 typing.py:2711(overload)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
       22    0.000    0.000    0.000    0.000 ast.py:434(visit_Constant)
        1    0.000    0.000    0.000    0.000 _ctypeslib.py:365(_get_scalar_type_map)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 f90mod_rules.py:1(<module>)
      114    0.000    0.000    0.000    0.000 inspect.py:304(isclass)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
   115/52    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       16    0.000    0.000    0.000    0.000 typing.py:1649(__getitem__)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
       33    0.000    0.000    0.000    0.000 typing.py:2543(get_origin)
       38    0.000    0.000    0.000    0.000 <frozen os>:794(encode)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        1    0.000    0.000    0.016    0.016 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fft.py:1(<module>)
        1    0.000    0.000    0.002    0.002 SeqFeature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:146(load_genomic_island_ranges)
        1    0.000    0.000    0.000    0.000 Seq.py:2352(_UndefinedSequenceData)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:2088(__init__)
       27    0.000    0.000    0.000    0.000 __init__.py:556(reference_num)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       12    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 Seq.py:360(_SeqAbstractBaseClass)
        1    0.000    0.000    0.000    0.000 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 InsdcIO.py:765(_write_the_first_line)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:307(DOMBuilderFilter)
        2    0.000    0.000    0.001    0.000 Interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 QualityIO.py:1130(FastqPhredIterator)
        1    0.000    0.000    0.002    0.002 minidom.py:1(<module>)
       91    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:269(_expand_vars)
        1    0.000    0.000    0.001    0.001 _array_api_compat_vendor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:9(FeatureValueCleaner)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
      205    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       52    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 TwoBitIO.py:170(TwoBitIterator)
       15    0.000    0.000    0.000    0.000 enum.py:937(_check_for_existing_members_)
       15    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
      120    0.000    0.000    0.000    0.000 _multiufuncs.py:43(<genexpr>)
      122    0.000    0.000    0.000    0.000 typing.py:1822(__eq__)
       10    0.000    0.000    0.000    0.000 __init__.py:389(accession)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 __init__.py:794(__dir__)
        1    0.000    0.000    0.000    0.000 auxfuncs.py:938(process_f2cmap_dict)
      230    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        3    0.000    0.000    0.000    0.000 argparse.py:1383(__init__)
        9    0.000    0.000    0.001    0.000 Scanner.py:76(find_start)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:3040(__array_finalize__)
        1    0.000    0.000    0.000    0.000 helpers.py:20(build_iaa_iab)
        1    0.000    0.000    0.005    0.005 _char_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
       26    0.000    0.000    0.000    0.000 inspect.py:2837(replace)
       22    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
       63    0.000    0.000    0.000    0.000 QualityIO.py:399(solexa_quality_from_phred)
      151    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       18    0.000    0.000    0.000    0.000 inspect.py:2012(_signature_get_user_defined_method)
        5    0.000    0.000    0.000    0.000 __init__.py:618(parse)
        1    0.000    0.000    0.000    0.000 Seq.py:1(<module>)
        1    0.000    0.000    0.450    0.450 __init__.py:564(write)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
        1    0.000    0.000    0.000    0.000 QualityIO.py:1234(FastqSolexaIterator)
       86    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       81    0.000    0.000    0.000    0.000 CodonTable.py:57(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.002    0.002 InsdcIO.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:170(ones)
    24/22    0.000    0.000    0.000    0.000 ast.py:418(visit)
        1    0.000    0.000    0.005    0.005 _delegation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 QualityIO.py:1399(FastqIlluminaIterator)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       92    0.000    0.000    0.001    0.000 auxfuncs.py:643(l_not)
       11    0.000    0.000    0.000    0.000 dataclasses.py:437(add_fn)
        1    0.000    0.000    0.000    0.000 mixins.py:60(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        1    0.000    0.000    0.004    0.004 NexusIO.py:1(<module>)
        6    0.000    0.000    0.000    0.000 gettext.py:231(_expand_lang)
       15    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
      257    0.000    0.000    0.000    0.000 QualityIO.py:1241(<genexpr>)
        9    0.000    0.000    1.854    0.206 InsdcIO.py:107(__next__)
       18    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      257    0.000    0.000    0.000    0.000 QualityIO.py:1139(<genexpr>)
        1    0.000    0.000    0.001    0.001 __init__.py:468(_init_config_vars)
        1    0.000    0.000    0.000    0.000 defchararray.py:404(chararray)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 tokenize.py:358(detect_encoding)
        1    0.000    0.000    0.002    0.002 Nexus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
        4    0.000    0.000    0.000    0.000 shutil.py:1439(get_terminal_size)
        5    0.000    0.000    0.001    0.000 inspect.py:2380(_signature_from_builtin)
       15    0.000    0.000    0.000    0.000 _local.py:166(__fspath__)
       22    0.000    0.000    0.000    0.000 inspect.py:1445(formatannotation)
        1    0.000    0.000    0.000    0.000 polynomial.py:1557(Polynomial)
       30    0.000    0.000    0.000    0.000 getlimits.py:436(max)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
      257    0.000    0.000    0.000    0.000 QualityIO.py:1405(<genexpr>)
       21    0.000    0.000    0.000    0.000 overrides.py:25(get_array_function_like_doc)
        1    0.000    0.000    0.035    0.035 f2py2e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       70    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(StringConverter)
       27    0.000    0.000    0.000    0.000 _local.py:505(__new__)
      234    0.000    0.000    0.000    0.000 inspect.py:2825(default)
       70    0.000    0.000    0.000    0.000 ast.py:272(iter_fields)
        1    0.000    0.000    0.002    0.002 _local.py:1(<module>)
       62    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _linalg.py:83(EigResult)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        6    0.000    0.000    0.000    0.000 functools.py:878(register)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.014    0.014 _testutils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 gettext.py:488(find)
        1    0.000    0.000    0.000    0.000 cfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1695(Hermite)
        4    0.000    0.000    0.000    0.000 argparse.py:162(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:759(mtime)
        6    0.000    0.000    0.000    0.000 typing.py:2344(runtime_checkable)
        1    0.000    0.000    0.000    0.000 laguerre.py:1630(Laguerre)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       72    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      169    0.000    0.000    0.000    0.000 enum.py:922(<lambda>)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:267(_reset_cache)
        1    0.000    0.000    0.000    0.000 InsdcIO.py:924(_write_references)
        1    0.000    0.000    0.000    0.000 _ctypeslib.py:1(<module>)
       48    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 _helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1976(_parse_known_args)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:103(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       29    0.000    0.000    0.000    0.000 inspect.py:3329(__str__)
        1    0.000    0.000    0.000    0.000 _array_api_override.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen posixpath>:166(basename)
        8    0.000    0.000    0.000    0.000 enum.py:1597(__or__)
        1    0.000    0.000    0.001    0.001 _utils_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
       33    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
        1    0.000    0.000    0.001    0.001 argparse.py:1793(__init__)
        1    0.000    0.000    0.002    0.002 _base.py:1(<module>)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
       91    0.000    0.000    0.000    0.000 _support_alternative_backends.py:75(name)
        1    0.000    0.000    0.000    0.000 legendre.py:1560(Legendre)
        1    0.000    0.000    0.000    0.000 __init__.py:999(Alignment)
        1    0.000    0.000    0.029    0.029 defmatrix.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:224(_split_taxonomy)
       24    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
       23    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
        6    0.000    0.000    0.000    0.000 __init__.py:742(children)
        3    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1597(HermiteE)
       26    0.000    0.000    0.000    0.000 typing.py:3134(_get_typeddict_qualifiers)
        6    0.000    0.000    0.000    0.000 inspect.py:2118(_signature_bound_method)
        1    0.000    0.000    0.003    0.003 _at.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.000    0.000 FastaIO.py:1(<module>)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       31    0.000    0.000    0.002    0.000 typing.py:1461(__or__)
      125    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 inspect.py:2289(RewriteSymbolics)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       39    0.000    0.000    0.000    0.000 typing.py:1115(_rewrite_star_unpack)
        5    0.000    0.000    0.000    0.000 SeqRecord.py:88(__init__)
       12    0.000    0.000    0.000    0.000 inspect.py:1788(_check_class)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       18    0.000    0.000    0.000    0.000 inspect.py:1814(_shadowed_dict)
       28    0.000    0.000    0.000    0.000 typing.py:1224(<genexpr>)
       18    0.000    0.000    0.000    0.000 core.py:1037(__init__)
        1    0.000    0.000    0.000    0.000 _lazy.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
       23    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
        1    0.000    0.000    0.000    0.000 case.py:362(TestCase)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 typing.py:2418(get_type_hints)
        1    0.000    0.000    0.004    0.004 File.py:1(<module>)
       16    0.000    0.000    0.000    0.000 inspect.py:2144(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        1    0.000    0.000    0.010    0.010 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       25    0.000    0.000    0.000    0.000 getlimits.py:423(min)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
      133    0.000    0.000    0.000    0.000 <frozen _collections_abc>:515(_is_param_expr)
        5    0.000    0.000    0.000    0.000 Scanner.py:61(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 core.py:6735(__new__)
       33    0.000    0.000    0.002    0.000 typing.py:1777(copy_with)
        1    0.000    0.000    0.000    0.000 SffIO.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.033    0.033 _arraypad_impl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:432(version)
        4    0.000    0.000    0.002    0.000 dataclasses.py:1294(wrap)
        2    0.000    0.000    0.000    0.000 _function_base_impl.py:2431(__init__)
       11    0.000    0.000    0.000    0.000 inspect.py:2158(_signature_is_functionlike)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
       10    0.000    0.000    0.000    0.000 File.py:28(as_handle)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _logsumexp.py:1(<module>)
       15    0.000    0.000    0.000    0.000 enum.py:966(_find_data_repr_)
       14    0.000    0.000    0.000    0.000 __init__.py:241(split)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        1    0.000    0.000    0.000    0.000 SeqFeature.py:2123(BeforePosition)
        1    0.000    0.000    0.001    0.001 symbolic.py:1(<module>)
      102    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:759(Popen)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2392(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:328(Integral)
        5    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:265(decorator)
        6    0.000    0.000    0.001    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:1614(__mro_entries__)
       10    0.000    0.000    0.000    0.000 __init__.py:215(_split_accessions)
        6    0.000    0.000    0.000    0.000 __init__.py:804(search)
       19    0.000    0.000    0.000    0.000 typing.py:1673(copy_with)
      126    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        3    0.000    0.000    0.000    0.000 warnings.py:131(filterwarnings)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:45(_numeric_methods)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
       42    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        4    0.000    0.000    0.000    0.000 __init__.py:540(cast)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:128(<lambda>)
        1    0.000    0.000    0.020    0.020 secrets.py:1(<module>)
        5    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
       37    0.000    0.000    0.000    0.000 argparse.py:1437(register)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        1    0.000    0.000    0.000    0.000 SeqRecord.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:483(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       12    0.000    0.000    0.000    0.000 inspect.py:1827(getattr_static)
        8    0.000    0.000    0.000    0.000 SeqFeature.py:1316(__init__)
        6    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 enum.py:843(_create_)
        6    0.000    0.000    0.000    0.000 locale.py:381(normalize)
        4    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 argparse.py:1938(_parse_known_args2)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        2    0.000    0.000    0.001    0.000 Seq.py:405(__str__)
        1    0.000    0.000    0.001    0.001 PdbIO.py:1(<module>)
        1    0.000    0.000    0.001    0.001 MauveIO.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:71(make_codon_to_aa)
        1    0.000    0.000    0.000    0.000 message.py:141(Message)
        1    0.000    0.000    0.000    0.000 _fft.py:1(<module>)
       27    0.000    0.000    0.000    0.000 inspect.py:2270(parse_name)
        1    0.000    0.000    0.000    0.000 _support_alternative_backends.py:18(_FuncInfo)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x77b78adad3a0}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.001    0.001 Interfaces.py:138(_get_seq_string)
        1    0.000    0.000    0.001    0.001 _docscrape.py:112(NumpyDocString)
       39    0.000    0.000    0.000    0.000 typing.py:1654(<genexpr>)
        1    0.000    0.000    0.002    0.002 _pep440.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
      130    0.000    0.000    0.000    0.000 inspect.py:3116(parameters)
        1    0.000    0.000    0.006    0.006 parser.py:1(<module>)
        1    0.000    0.000    0.023    0.023 saxutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        9    0.000    0.000    0.000    0.000 SeqRecord.py:180(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1918(Chebyshev)
        1    0.000    0.000    0.004    0.004 _policybase.py:1(<module>)
        1    0.000    0.000    0.005    0.005 feedparser.py:1(<module>)
        1    0.000    0.000    0.004    0.004 SnapGeneIO.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:851(normalize)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        5    0.000    0.000    0.000    0.000 __init__.py:671(comment)
        1    0.000    0.000    0.008    0.008 _docscrape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1904(_split_scope_id)
       28    0.000    0.000    0.000    0.000 typing.py:2219(<genexpr>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
       11    0.000    0.000    0.000    0.000 __init__.py:464(dblink)
        3    0.000    0.000    0.000    0.000 __init__.py:44(normalize_encoding)
        9    0.000    0.000    0.000    0.000 _local.py:148(__truediv__)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:1221(_add_alias_)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:74(_from_ctypes_scalar)
